cohort	ensembl_gene	gene_name	type	nr_samples	pos_z	neg_z	consensus_BTG_cancer	consensus_BTG_combined
three-cancer	ENSG00000140829	DHX38	CONTROL	1	0	1		
three-cancer	ENSG00000140829	DHX38	OV	1	0	1		
three-cancer	ENSG00000140848	CPNE2	UCEC	1	1	0		
three-cancer	ENSG00000140853	NLRC5	CONTROL	1	1	0		
three-cancer	ENSG00000140931	CMTM3	CONTROL	1	0	1		
three-cancer	ENSG00000140931	CMTM3	UCEC	1	1	0		
three-cancer	ENSG00000140939	NOL3	UCEC	1	1	0		
three-cancer	ENSG00000140945	CDH13	OV	1	1	0		
three-cancer	ENSG00000140968	IRF8	UCEC	1	0	1		
three-cancer	ENSG00000140988	RPS2	UCEC	1	0	1		
three-cancer	ENSG00000140990	NDUFB10	OV	1	0	1		
three-cancer	ENSG00000141027	NCOR1	UCEC	1	1	0		
three-cancer	ENSG00000141252	VPS53	OV	1	0	1		
three-cancer	ENSG00000141255	SPATA22	PRAD	1	1	0		
three-cancer	ENSG00000141293	SKAP1	CONTROL	1	0	1		
three-cancer	ENSG00000141314	RHBDL3	OV	1	1	0		
three-cancer	ENSG00000141367	CLTC	CONTROL	1	1	0		
three-cancer	ENSG00000141367	CLTC	UCEC	1	1	0		
three-cancer	ENSG00000141376	BCAS3	CONTROL	1	0	1		
three-cancer	ENSG00000141429	GALNT1	OV	1	1	0		
three-cancer	ENSG00000141503	MINK1	UCEC	1	1	0		
three-cancer	ENSG00000141519	CCDC40	OV	1	1	0		
three-cancer	ENSG00000141543	EIF4A3	CONTROL	1	0	1		
three-cancer	ENSG00000141543	EIF4A3	PRAD	1	0	1		
three-cancer	ENSG00000141551	CSNK1D	CONTROL	1	0	1		
three-cancer	ENSG00000141568	FOXK2	CONTROL	1	0	1		
three-cancer	ENSG00000141582	CBX4	CONTROL	1	0	1		
three-cancer	ENSG00000141644	MBD1	OV	1	0	1		
three-cancer	ENSG00000141699	RETREG3	CONTROL	1	0	1		
three-cancer	ENSG00000141738	GRB7	UCEC	1	1	0		
three-cancer	ENSG00000141741	MIEN1	CONTROL	1	1	0		
three-cancer	ENSG00000141759	TXNL4A	CONTROL	1	0	1		
three-cancer	ENSG00000141873	SLC39A3	UCEC	1	1	0		
three-cancer	ENSG00000141905	NFIC	UCEC	1	0	1		
three-cancer	ENSG00000141968	VAV1	CONTROL	1	0	1		
three-cancer	ENSG00000141968	VAV1	UCEC	1	0	1		
three-cancer	ENSG00000141985	SH3GL1	OV	1	0	1		
three-cancer	ENSG00000141985	SH3GL1	PRAD	1	0	1		
three-cancer	ENSG00000142002	DPP9	UCEC	1	0	1		
three-cancer	ENSG00000142039	CCDC97	CONTROL	1	0	1		
three-cancer	ENSG00000142186	SCYL1	CONTROL	1	0	1		
three-cancer	ENSG00000142186	SCYL1	PRAD	1	0	1		
three-cancer	ENSG00000142197	DOP1B	CONTROL	1	0	1		
three-cancer	ENSG00000142197	DOP1B	OV	1	1	0		
three-cancer	ENSG00000142227	EMP3	CONTROL	1	1	0		
three-cancer	ENSG00000142227	EMP3	OV	1	1	0		
three-cancer	ENSG00000142227	EMP3	UCEC	1	1	0		
three-cancer	ENSG00000142230	SAE1	CONTROL	1	0	1		
three-cancer	ENSG00000142453	CARM1	UCEC	1	0	1		
three-cancer	ENSG00000142459	EVI5L	OV	1	1	0		
three-cancer	ENSG00000142459	EVI5L	UCEC	1	1	0		
three-cancer	ENSG00000142534	RPS11	UCEC	1	0	1		
three-cancer	ENSG00000142541	RPL13A	UCEC	1	0	1		
three-cancer	ENSG00000142599	RERE	CONTROL	1	1	0		
three-cancer	ENSG00000142634	EFHD2	OV	1	0	1		
three-cancer	ENSG00000142634	EFHD2	UCEC	1	0	1		
three-cancer	ENSG00000142661	MYOM3	UCEC	1	1	0		
three-cancer	ENSG00000142676	RPL11	UCEC	1	0	1		
three-cancer	ENSG00000142687	KIAA0319L	CONTROL	1	0	1		
three-cancer	ENSG00000142687	KIAA0319L	OV	1	1	0		
three-cancer	ENSG00000142765	SYTL1	CONTROL	1	0	1		
three-cancer	ENSG00000142765	SYTL1	OV	1	0	1		
three-cancer	ENSG00000142798	HSPG2	PRAD	1	1	0		
three-cancer	ENSG00000142798	HSPG2	UCEC	1	1	0		
three-cancer	ENSG00000142856	ITGB3BP	CONTROL	1	0	1		
three-cancer	ENSG00000142892	PIGK	CONTROL	1	0	1		
three-cancer	ENSG00000142892	PIGK	OV	1	1	0		
three-cancer	ENSG00000142937	RPS8	UCEC	1	0	1		
three-cancer	ENSG00000142961	MOB3C	UCEC	1	1	0		
three-cancer	ENSG00000142973	CYP4B1	PRAD	1	1	0	TRUE	
three-cancer	ENSG00000143013	LMO4	UCEC	1	1	0		
three-cancer	ENSG00000143033	MTF2	UCEC	1	1	0		
three-cancer	ENSG00000143093	STRIP1	CONTROL	1	0	1		
three-cancer	ENSG00000143093	STRIP1	PRAD	1	0	1		
three-cancer	ENSG00000143106	PSMA5	PRAD	1	0	1		
three-cancer	ENSG00000143106	PSMA5	UCEC	1	0	1		
three-cancer	ENSG00000143119	CD53	OV	1	0	1		
three-cancer	ENSG00000143119	CD53	UCEC	1	0	1		
three-cancer	ENSG00000143127	ITGA10	UCEC	1	1	0		
three-cancer	ENSG00000143147	GPR161	OV	1	1	0		
three-cancer	ENSG00000143149	ALDH9A1	CONTROL	1	1	0		
three-cancer	ENSG00000143149	ALDH9A1	OV	1	0	1		
three-cancer	ENSG00000143149	ALDH9A1	UCEC	1	1	0		
three-cancer	ENSG00000143157	POGK	OV	1	1	0		
three-cancer	ENSG00000143164	DCAF6	CONTROL	1	1	0		
three-cancer	ENSG00000143196	DPT	UCEC	1	1	0		
three-cancer	ENSG00000143217	NECTIN4	OV	1	1	0		
three-cancer	ENSG00000143248	RGS5	OV	1	1	0		
three-cancer	ENSG00000143252	SDHC	UCEC	1	0	1		
three-cancer	ENSG00000143256	PFDN2	PRAD	1	0	1		
three-cancer	ENSG00000143256	PFDN2	UCEC	1	0	1		
three-cancer	ENSG00000143321	HDGF	CONTROL	1	1	0		
three-cancer	ENSG00000143368	SF3B4	CONTROL	1	1	0		
three-cancer	ENSG00000143368	SF3B4	UCEC	1	0	1		
three-cancer	ENSG00000143379	SETDB1	PRAD	1	0	1		
three-cancer	ENSG00000143390	RFX5	PRAD	1	0	1		
three-cancer	ENSG00000143390	RFX5	UCEC	1	0	1		
three-cancer	ENSG00000143393	PI4KB	OV	1	0	1		
three-cancer	ENSG00000143393	PI4KB	PRAD	1	0	1		
three-cancer	ENSG00000143398	PIP5K1A	CONTROL	1	0	1		
three-cancer	ENSG00000143401	ANP32E	PRAD	1	0	1		
three-cancer	ENSG00000143418	CERS2	CONTROL	1	0	1		TRUE
three-cancer	ENSG00000143437	ARNT	OV	1	1	0		
three-cancer	ENSG00000143442	POGZ	OV	1	0	1		
three-cancer	ENSG00000143442	POGZ	PRAD	1	0	1		
three-cancer	ENSG00000143499	SMYD2	UCEC	1	1	0		
three-cancer	ENSG00000143543	JTB	CONTROL	1	0	1		
three-cancer	ENSG00000143546	S100A8	UCEC	1	1	0		TRUE
three-cancer	ENSG00000143549	TPM3	CONTROL	1	1	0		
three-cancer	ENSG00000143549	TPM3	OV	1	1	0		
three-cancer	ENSG00000143552	NUP210L	OV	1	1	0		
three-cancer	ENSG00000143552	NUP210L	PRAD	1	1	0		
three-cancer	ENSG00000143569	UBAP2L	UCEC	1	0	1		
three-cancer	ENSG00000143570	SLC39A1	OV	1	1	0		
three-cancer	ENSG00000143570	SLC39A1	UCEC	1	1	0		
three-cancer	ENSG00000143575	HAX1	PRAD	1	0	1		TRUE
three-cancer	ENSG00000143614	GATAD2B	PRAD	1	0	1		
three-cancer	ENSG00000143614	GATAD2B	UCEC	1	0	1		
three-cancer	ENSG00000143621	ILF2	PRAD	1	0	1		
three-cancer	ENSG00000143622	RIT1	OV	1	1	0		
three-cancer	ENSG00000143622	RIT1	UCEC	1	1	0		
three-cancer	ENSG00000143631	FLG	OV	1	1	0		TRUE
three-cancer	ENSG00000143632	ACTA1	UCEC	1	1	0		
three-cancer	ENSG00000143702	CEP170	CONTROL	1	1	0		
three-cancer	ENSG00000143702	CEP170	OV	1	1	0		
three-cancer	ENSG00000143751	SDE2	OV	1	0	1		
three-cancer	ENSG00000143751	SDE2	UCEC	1	0	1		
three-cancer	ENSG00000143761	ARF1	UCEC	1	1	0		
three-cancer	ENSG00000143799	PARP1	UCEC	1	0	1		
three-cancer	ENSG00000143851	PTPN7	UCEC	1	0	1		
three-cancer	ENSG00000143862	ARL8A	UCEC	1	0	1		
three-cancer	ENSG00000143933	CALM2	OV	1	1	0		
three-cancer	ENSG00000143947	RPS27A	UCEC	1	0	1		
three-cancer	ENSG00000143977	SNRPG	CONTROL	1	1	0		
three-cancer	ENSG00000143977	SNRPG	UCEC	1	0	1		
three-cancer	ENSG00000144021	CIAO1	PRAD	1	0	1		
three-cancer	ENSG00000144028	SNRNP200	UCEC	1	0	1		
three-cancer	ENSG00000144029	MRPS5	CONTROL	1	0	1		
three-cancer	ENSG00000144118	RALB	CONTROL	1	1	0		
three-cancer	ENSG00000144228	SPOPL	OV	1	0	1		
three-cancer	ENSG00000144228	SPOPL	UCEC	1	0	1		
three-cancer	ENSG00000144381	HSPD1	OV	1	0	1		
three-cancer	ENSG00000144381	HSPD1	UCEC	1	0	1		
three-cancer	ENSG00000144406	UNC80	OV	1	1	0		
three-cancer	ENSG00000144535	DIS3L2	OV	1	0	1		
three-cancer	ENSG00000144535	DIS3L2	UCEC	1	1	0		
three-cancer	ENSG00000144560	VGLL4	PRAD	1	1	0		
three-cancer	ENSG00000144566	RAB5A	CONTROL	1	0	1		
three-cancer	ENSG00000144566	RAB5A	UCEC	1	0	1		
three-cancer	ENSG00000144579	CTDSP1	UCEC	1	1	0		TRUE
three-cancer	ENSG00000144580	CNOT9	CONTROL	1	0	1		
three-cancer	ENSG00000144635	DYNC1LI1	CONTROL	1	0	1		
three-cancer	ENSG00000144711	IQSEC1	OV	1	0	1		
three-cancer	ENSG00000144711	IQSEC1	UCEC	1	0	1		
three-cancer	ENSG00000144713	RPL32	UCEC	1	0	1		
three-cancer	ENSG00000144736	SHQ1	CONTROL	1	0	1		
three-cancer	ENSG00000144747	TMF1	CONTROL	1	0	1		
three-cancer	ENSG00000144771	LRTM1	UCEC	1	1	0		
three-cancer	ENSG00000144848	ATG3	CONTROL	1	1	0		
three-cancer	ENSG00000144895	EIF2A	UCEC	1	0	1		
three-cancer	ENSG00000145012	LPP	OV	1	1	0		
three-cancer	ENSG00000145016	RUBCN	CONTROL	1	1	0		
three-cancer	ENSG00000145016	RUBCN	OV	1	0	1		
three-cancer	ENSG00000145113	MUC4	CONTROL	1	1	0		
three-cancer	ENSG00000145147	SLIT2	UCEC	1	1	0		
three-cancer	ENSG00000145198	VWA5B2	OV	1	1	0		
three-cancer	ENSG00000145241	CENPC	CONTROL	1	0	1		
three-cancer	ENSG00000145242	EPHA5	OV	1	1	0		
three-cancer	ENSG00000145287	PLAC8	PRAD	1	0	1		TRUE
three-cancer	ENSG00000145335	SNCA	CONTROL	1	1	0		
three-cancer	ENSG00000145425	RPS3A	OV	1	0	1		
three-cancer	ENSG00000145425	RPS3A	UCEC	1	0	1		
three-cancer	ENSG00000145431	PDGFC	CONTROL	1	0	1		
three-cancer	ENSG00000145494	NDUFS6	PRAD	1	0	1		
three-cancer	ENSG00000145494	NDUFS6	UCEC	1	0	1		
three-cancer	ENSG00000145555	MYO10	PRAD	1	1	0		
three-cancer	ENSG00000145555	MYO10	UCEC	1	1	0		
three-cancer	ENSG00000145592	RPL37	UCEC	1	0	1		
three-cancer	ENSG00000145687	SSBP2	CONTROL	1	0	1		
three-cancer	ENSG00000145832	SLC25A48	OV	1	1	0		
three-cancer	ENSG00000145868	FBXO38	PRAD	1	0	1		
three-cancer	ENSG00000145901	TNIP1	OV	1	0	1		
three-cancer	ENSG00000145907	G3BP1	OV	1	0	1		
three-cancer	ENSG00000145936	KCNMB1	UCEC	1	1	0		
three-cancer	ENSG00000145982	FARS2	CONTROL	1	0	1		
three-cancer	ENSG00000146013	GFRA3	CONTROL	1	1	0		
three-cancer	ENSG00000146067	FAM193B	CONTROL	1	0	1		
three-cancer	ENSG00000146083	RNF44	CONTROL	1	0	1		
three-cancer	ENSG00000146109	ABT1	CONTROL	1	0	1		
three-cancer	ENSG00000146192	FGD2	OV	1	0	1		
three-cancer	ENSG00000146192	FGD2	PRAD	1	0	1		
three-cancer	ENSG00000146192	FGD2	UCEC	1	0	1		
three-cancer	ENSG00000146278	PNRC1	UCEC	1	0	1		
three-cancer	ENSG00000146282	RARS2	CONTROL	1	0	1		
three-cancer	ENSG00000146282	RARS2	OV	1	1	0		
three-cancer	ENSG00000146282	RARS2	UCEC	1	0	1		
three-cancer	ENSG00000146386	ABRACL	OV	1	0	1		
three-cancer	ENSG00000146409	SLC18B1	CONTROL	1	1	0		
three-cancer	ENSG00000146425	DYNLT1	CONTROL	1	1	0		
three-cancer	ENSG00000146535	GNA12	UCEC	1	1	0		
three-cancer	ENSG00000146540	C7orf50	OV	1	1	0		
three-cancer	ENSG00000146574	CCZ1B	OV	1	1	0		
three-cancer	ENSG00000146701	MDH2	OV	1	0	1		
three-cancer	ENSG00000146731	CCT6A	OV	1	0	1		
three-cancer	ENSG00000146731	CCT6A	UCEC	1	0	1		
three-cancer	ENSG00000146830	GIGYF1	OV	1	0	1		
three-cancer	ENSG00000146833	TRIM4	CONTROL	1	1	0		
three-cancer	ENSG00000146834	MEPCE	CONTROL	1	0	1		
three-cancer	ENSG00000146834	MEPCE	PRAD	1	1	0		
three-cancer	ENSG00000147010	SH3KBP1	PRAD	1	0	1		
three-cancer	ENSG00000147059	SPIN2A	PRAD	1	1	0		
three-cancer	ENSG00000147065	MSN	UCEC	1	1	0		
three-cancer	ENSG00000147082	CCNB3	UCEC	1	1	0		
three-cancer	ENSG00000147133	TAF1	OV	1	1	0		
three-cancer	ENSG00000147256	ARHGAP36	OV	1	1	0		
three-cancer	ENSG00000147274	RBMX	UCEC	1	0	1		
three-cancer	ENSG00000147378	FATE1	PRAD	1	1	0		
three-cancer	ENSG00000147400	CETN2	CONTROL	1	0	1		
three-cancer	ENSG00000147403	RPL10	UCEC	1	0	1		
three-cancer	ENSG00000147443	DOK2	OV	1	1	0		
three-cancer	ENSG00000147454	SLC25A37	OV	1	0	1		
three-cancer	ENSG00000147454	SLC25A37	UCEC	1	0	1		
three-cancer	ENSG00000147457	CHMP7	CONTROL	1	0	1		
three-cancer	ENSG00000147457	CHMP7	OV	1	0	1		
three-cancer	ENSG00000147459	DOCK5	OV	1	1	0		
three-cancer	ENSG00000147459	DOCK5	UCEC	1	1	0		
three-cancer	ENSG00000147471	PLPBP	CONTROL	1	0	1		
three-cancer	ENSG00000147548	NSD3	CONTROL	1	0	1		
three-cancer	ENSG00000147604	RPL7	OV	1	0	1		
three-cancer	ENSG00000147604	RPL7	UCEC	1	0	1		
three-cancer	ENSG00000147649	MTDH	CONTROL	1	0	1		
three-cancer	ENSG00000147677	EIF3H	UCEC	1	0	1		
three-cancer	ENSG00000147684	NDUFB9	CONTROL	1	0	1		
three-cancer	ENSG00000147799	ARHGAP39	CONTROL	1	1	0		
three-cancer	ENSG00000147852	VLDLR	OV	1	1	0		
three-cancer	ENSG00000147862	NFIB	CONTROL	1	0	1		
three-cancer	ENSG00000148053	NTRK2	OV	1	1	0		
three-cancer	ENSG00000148218	ALAD	CONTROL	1	1	0		
three-cancer	ENSG00000148229	POLE3	CONTROL	1	0	1		
three-cancer	ENSG00000148229	POLE3	PRAD	1	1	0		
three-cancer	ENSG00000148248	SURF4	UCEC	1	0	1		
three-cancer	ENSG00000148290	SURF1	OV	1	0	1		
three-cancer	ENSG00000148303	RPL7A	UCEC	1	0	1		
three-cancer	ENSG00000148308	GTF3C5	UCEC	1	0	1		
three-cancer	ENSG00000148337	CIZ1	OV	1	0	1		
three-cancer	ENSG00000148396	SEC16A	CONTROL	1	0	1		
three-cancer	ENSG00000148429	USP6NL	CONTROL	1	0	1		
three-cancer	ENSG00000148459	PDSS1	PRAD	1	1	0		
three-cancer	ENSG00000148481	MINDY3	CONTROL	1	1	0		
three-cancer	ENSG00000148481	MINDY3	UCEC	1	1	0		
three-cancer	ENSG00000148484	RSU1	CONTROL	1	0	1		
three-cancer	ENSG00000148513	ANKRD30A	PRAD	1	1	0		
three-cancer	ENSG00000148634	HERC4	UCEC	1	1	0		
three-cancer	ENSG00000148660	CAMK2G	CONTROL	1	0	1		
three-cancer	ENSG00000148672	GLUD1	OV	1	0	1		
three-cancer	ENSG00000148690	FRA10AC1	CONTROL	1	1	0		
three-cancer	ENSG00000148700	ADD3	OV	1	1	0		
three-cancer	ENSG00000148702	HABP2	CONTROL	1	1	0		
three-cancer	ENSG00000148719	DNAJB12	OV	1	0	1		
three-cancer	ENSG00000148730	EIF4EBP2	OV	1	0	1		
three-cancer	ENSG00000148734	NPFFR1	CONTROL	1	1	0		
three-cancer	ENSG00000148773	MKI67	CONTROL	1	1	0		
three-cancer	ENSG00000148834	GSTO1	CONTROL	1	1	0		
three-cancer	ENSG00000148834	GSTO1	OV	1	1	0		
three-cancer	ENSG00000149091	DGKZ	OV	1	1	0		
three-cancer	ENSG00000149091	DGKZ	UCEC	1	1	0		
three-cancer	ENSG00000149100	EIF3M	OV	1	0	1		
three-cancer	ENSG00000149100	EIF3M	UCEC	1	0	1		
three-cancer	ENSG00000149136	SSRP1	CONTROL	1	0	1		
three-cancer	ENSG00000149136	SSRP1	OV	1	0	1		
three-cancer	ENSG00000149136	SSRP1	PRAD	1	0	1		
three-cancer	ENSG00000149177	PTPRJ	OV	1	1	0		
three-cancer	ENSG00000149179	C11orf49	UCEC	1	1	0		
three-cancer	ENSG00000149187	CELF1	CONTROL	1	0	1		
three-cancer	ENSG00000149212	SESN3	CONTROL	1	1	0		
three-cancer	ENSG00000149256	TENM4	PRAD	1	1	0		
three-cancer	ENSG00000149262	INTS4	CONTROL	1	0	1		
three-cancer	ENSG00000149273	RPS3	UCEC	1	0	1		
three-cancer	ENSG00000149480	MTA2	OV	1	0	1		
three-cancer	ENSG00000149480	MTA2	UCEC	1	0	1		
three-cancer	ENSG00000149503	INCENP	UCEC	1	1	0		
three-cancer	ENSG00000149516	MS4A3	UCEC	1	1	0		
three-cancer	ENSG00000149781	FERMT3	CONTROL	1	1	0		
three-cancer	ENSG00000149798	CDC42EP2	CONTROL	1	1	0		
three-cancer	ENSG00000149806	FAU	UCEC	1	0	1		
three-cancer	ENSG00000149823	VPS51	UCEC	1	0	1		
three-cancer	ENSG00000149925	ALDOA	UCEC	1	1	0		
three-cancer	ENSG00000149930	TAOK2	CONTROL	1	0	1		
three-cancer	ENSG00000149932	TMEM219	UCEC	1	1	0		
three-cancer	ENSG00000150316	CWC15	UCEC	1	0	1		
three-cancer	ENSG00000150337	FCGR1A	CONTROL	1	1	0		
three-cancer	ENSG00000150527	MIA2	CONTROL	1	0	1		
three-cancer	ENSG00000150630	VEGFC	UCEC	1	1	0		
three-cancer	ENSG00000150637	CD226	CONTROL	1	0	1		
three-cancer	ENSG00000150681	RGS18	UCEC	1	0	1		
three-cancer	ENSG00000150712	MTMR12	PRAD	1	1	0		
three-cancer	ENSG00000150753	CCT5	PRAD	1	0	1		
three-cancer	ENSG00000150753	CCT5	UCEC	1	0	1		
three-cancer	ENSG00000150907	FOXO1	UCEC	1	0	1		
three-cancer	ENSG00000150961	SEC24D	CONTROL	1	0	1		
three-cancer	ENSG00000150961	SEC24D	OV	1	0	1		
three-cancer	ENSG00000150961	SEC24D	PRAD	1	0	1		
three-cancer	ENSG00000150977	RILPL2	CONTROL	1	1	0		
three-cancer	ENSG00000151023	ENKUR	UCEC	1	0	1		
three-cancer	ENSG00000151092	NGLY1	CONTROL	1	0	1		
three-cancer	ENSG00000151092	NGLY1	PRAD	1	0	1		
three-cancer	ENSG00000151224	MAT1A	CONTROL	1	1	0		
three-cancer	ENSG00000151247	EIF4E	PRAD	1	1	0		
three-cancer	ENSG00000151247	EIF4E	UCEC	1	1	0		
three-cancer	ENSG00000151304	SRFBP1	CONTROL	1	1	0		
three-cancer	ENSG00000151327	FAM177A1	OV	1	1	0		
three-cancer	ENSG00000151353	TMEM18	OV	1	1	0		
three-cancer	ENSG00000151388	ADAMTS12	UCEC	1	1	0		
three-cancer	ENSG00000151422	FER	CONTROL	1	0	1		
three-cancer	ENSG00000151465	CDC123	CONTROL	1	0	1		
three-cancer	ENSG00000151502	VPS26B	OV	1	0	1		
three-cancer	ENSG00000151502	VPS26B	PRAD	1	1	0		
three-cancer	ENSG00000151575	TEX9	OV	1	1	0		
three-cancer	ENSG00000151615	POU4F2	OV	1	1	0		
three-cancer	ENSG00000151615	POU4F2	UCEC	1	1	0		
three-cancer	ENSG00000151655	ITIH2	CONTROL	1	1	0		
three-cancer	ENSG00000151690	MFSD6	OV	1	1	0		
three-cancer	ENSG00000151694	ADAM17	CONTROL	1	1	0		
three-cancer	ENSG00000151694	ADAM17	UCEC	1	0	1		
three-cancer	ENSG00000151726	ACSL1	OV	1	0	1		
three-cancer	ENSG00000151748	SAV1	CONTROL	1	1	0		
three-cancer	ENSG00000151748	SAV1	OV	1	1	0		
three-cancer	ENSG00000151748	SAV1	UCEC	1	1	0		
three-cancer	ENSG00000151893	CACUL1	CONTROL	1	0	1		
three-cancer	ENSG00000151923	TIAL1	CONTROL	1	0	1		
three-cancer	ENSG00000151923	TIAL1	PRAD	1	0	1		
three-cancer	ENSG00000152082	MZT2B	UCEC	1	0	1		
three-cancer	ENSG00000152092	ASTN1	CONTROL	1	1	0		
three-cancer	ENSG00000152102	FAM168B	CONTROL	1	1	0		
three-cancer	ENSG00000152127	MGAT5	OV	1	1	0		
three-cancer	ENSG00000152127	MGAT5	UCEC	1	1	0		
three-cancer	ENSG00000152128	TMEM163	UCEC	1	1	0		
three-cancer	ENSG00000152223	EPG5	CONTROL	1	1	0		
three-cancer	ENSG00000152240	HAUS1	CONTROL	1	0	1		
three-cancer	ENSG00000152291	TGOLN2	UCEC	1	1	0		
three-cancer	ENSG00000152404	CWF19L2	CONTROL	1	0	1		
three-cancer	ENSG00000152556	PFKM	OV	1	1	0		
three-cancer	ENSG00000152556	PFKM	UCEC	1	1	0		
three-cancer	ENSG00000152558	TMEM123	CONTROL	1	0	1		
three-cancer	ENSG00000152583	SPARCL1	PRAD	1	1	0		
three-cancer	ENSG00000152601	MBNL1	CONTROL	1	0	1		
three-cancer	ENSG00000152766	ANKRD22	CONTROL	1	1	0		
three-cancer	ENSG00000152795	HNRNPDL	UCEC	1	0	1		
three-cancer	ENSG00000152804	HHEX	CONTROL	1	0	1		
three-cancer	ENSG00000152804	HHEX	OV	1	0	1		
three-cancer	ENSG00000152818	UTRN	CONTROL	1	0	1		
three-cancer	ENSG00000152818	UTRN	OV	1	1	0		
three-cancer	ENSG00000152818	UTRN	PRAD	1	1	0		
three-cancer	ENSG00000152942	RAD17	CONTROL	1	0	1		
three-cancer	ENSG00000152952	PLOD2	CONTROL	1	0	1		
three-cancer	ENSG00000152977	ZIC1	OV	1	1	0		
three-cancer	ENSG00000153046	CDYL	CONTROL	1	1	0		
three-cancer	ENSG00000153071	DAB2	CONTROL	1	0	1		
three-cancer	ENSG00000153107	ANAPC1	UCEC	1	0	1		
three-cancer	ENSG00000153113	CAST	UCEC	1	0	1		
three-cancer	ENSG00000153130	SCOC	CONTROL	1	1	0		
three-cancer	ENSG00000153179	RASSF3	UCEC	1	0	1		
three-cancer	ENSG00000153266	FEZF2	CONTROL	1	1	0		
three-cancer	ENSG00000153310	FAM49B	UCEC	1	0	1		
three-cancer	ENSG00000153339	TRAPPC8	CONTROL	1	0	1		
three-cancer	ENSG00000153406	NMRAL1	CONTROL	1	0	1		
three-cancer	ENSG00000153406	NMRAL1	OV	1	0	1		
three-cancer	ENSG00000153406	NMRAL1	UCEC	1	0	1		
three-cancer	ENSG00000153560	UBP1	CONTROL	1	0	1		
three-cancer	ENSG00000153574	RPIA	CONTROL	1	1	0		
three-cancer	ENSG00000153574	RPIA	UCEC	1	0	1		
three-cancer	ENSG00000153774	CFDP1	PRAD	1	0	1		
three-cancer	ENSG00000153774	CFDP1	UCEC	1	0	1		
three-cancer	ENSG00000153786	ZDHHC7	PRAD	1	1	0		
three-cancer	ENSG00000153786	ZDHHC7	UCEC	1	0	1		
three-cancer	ENSG00000153922	CHD1	CONTROL	1	0	1		
three-cancer	ENSG00000153930	ANKFN1	UCEC	1	1	0		
three-cancer	ENSG00000153936	HS2ST1	OV	1	1	0		
three-cancer	ENSG00000153976	HS3ST3A1	CONTROL	1	1	0		
three-cancer	ENSG00000154025	SLC5A10	CONTROL	1	1	0		
three-cancer	ENSG00000154127	UBASH3B	OV	1	1	0		
three-cancer	ENSG00000154127	UBASH3B	PRAD	1	1	0		
three-cancer	ENSG00000154174	TOMM70	CONTROL	1	0	1		
three-cancer	ENSG00000154222	CC2D1B	CONTROL	1	0	1		
three-cancer	ENSG00000154222	CC2D1B	UCEC	1	1	0		
three-cancer	ENSG00000154258	ABCA9	PRAD	1	1	0		
three-cancer	ENSG00000154305	MIA3	CONTROL	1	1	0		
three-cancer	ENSG00000154380	ENAH	PRAD	1	1	0		
three-cancer	ENSG00000154451	GBP5	CONTROL	1	1	0		
three-cancer	ENSG00000154582	ELOC	CONTROL	1	0	1		
three-cancer	ENSG00000154654	NCAM2	PRAD	1	1	0		
three-cancer	ENSG00000154727	GABPA	CONTROL	1	0	1		
three-cancer	ENSG00000154727	GABPA	OV	1	1	0		
three-cancer	ENSG00000154736	ADAMTS5	OV	1	1	0		
three-cancer	ENSG00000154783	FGD5	OV	1	1	0		
three-cancer	ENSG00000154783	FGD5	PRAD	1	1	0		
three-cancer	ENSG00000154783	FGD5	UCEC	1	1	0		
three-cancer	ENSG00000154803	FLCN	CONTROL	1	1	0		
three-cancer	ENSG00000154832	CXXC1	OV	1	0	1		
three-cancer	ENSG00000154845	PPP4R1	CONTROL	1	0	1		
three-cancer	ENSG00000154945	ANKRD40	OV	1	1	0		
three-cancer	ENSG00000154945	ANKRD40	UCEC	1	1	0		
three-cancer	ENSG00000154978	VOPP1	UCEC	1	1	0		
three-cancer	ENSG00000155096	AZIN1	OV	1	1	0		
three-cancer	ENSG00000155096	AZIN1	PRAD	1	1	0		
three-cancer	ENSG00000155099	PIP4P2	CONTROL	1	0	1		
three-cancer	ENSG00000155111	CDK19	CONTROL	1	0	1		
three-cancer	ENSG00000155158	TTC39B	OV	1	1	0		
three-cancer	ENSG00000155158	TTC39B	PRAD	1	1	0		
three-cancer	ENSG00000155158	TTC39B	UCEC	1	1	0		
three-cancer	ENSG00000155366	RHOC	PRAD	1	1	0		
three-cancer	ENSG00000155368	DBI	UCEC	1	0	1		
three-cancer	ENSG00000155465	SLC7A7	OV	1	0	1		
three-cancer	ENSG00000155508	CNOT8	CONTROL	1	0	1		
three-cancer	ENSG00000155629	PIK3AP1	CONTROL	1	1	0		
three-cancer	ENSG00000155660	PDIA4	OV	1	0	1		
three-cancer	ENSG00000155719	OTOA	CONTROL	1	1	0		
three-cancer	ENSG00000155729	KCTD18	OV	1	1	0		
three-cancer	ENSG00000155926	SLA	PRAD	1	0	1		
three-cancer	ENSG00000156017	CARNMT1	CONTROL	1	0	1		
three-cancer	ENSG00000156052	GNAQ	CONTROL	1	0	1		
three-cancer	ENSG00000156110	ADK	CONTROL	1	0	1		
three-cancer	ENSG00000156110	ADK	OV	1	0	1		
three-cancer	ENSG00000156171	DRAM2	OV	1	0	1		
three-cancer	ENSG00000156171	DRAM2	PRAD	1	0	1		
